CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA

ESTACION  : 25015
NOMBRE    : CULIACAN (DGE)
ESTADO    : SINALOA
MUNICIPIO : CULIACAN
SITUACIÓN : OPERANDO
ORGANISMO : CONAGUA-DGE
CVE-OMM   : Nulo
LATITUD   : 024.792°
LONGITUD  : -107.390°
ALTITUD   : 39 m

           PRECIP  EVAP   TMAX   TMIN
  FECHA     (MM)   (MM)   (°C)   (°C)
01/01/1961  0.0     2.9     22.0    10.5  
02/01/1961  0.0     2.7     25.0    9.0   
03/01/1961  0.0     3.7     29.0    10.0  
04/01/1961  0.0     2.5     22.0    13.0  
05/01/1961  0.0     1.1     24.0    14.0  
06/01/1961  0.0     1.9     22.0    13.0  
07/01/1961  0.0     4.0     24.0    8.0   
08/01/1961  0.0     6.3     30.0    9.0   
09/01/1961  0.0     5.2     31.0    14.0  
10/01/1961  0.0     3.6     30.0    10.0  
11/01/1961  0.0     3.6     29.0    9.0   
12/01/1961  0.0     4.2     31.0    10.0  
13/01/1961  0.0     3.8     30.0    10.0  
14/01/1961  0.0     3.5     30.0    9.0   
15/01/1961  0.0     1.7     29.0    9.0   
16/01/1961  0.5     1.9     28.0    9.5   
17/01/1961  0.6     2.4     24.5    14.0  
18/01/1961  12.5    1.2     20.0    18.0  
19/01/1961  8.9     1.0     20.5    18.0  
20/01/1961  2.5     1.7     21.0    17.0  
21/01/1961  4.0     1.3     26.0    18.0  
22/01/1961  34.2    1.3     18.0    16.0  
23/01/1961  13.8    1.9     17.0    14.0  
24/01/1961  0.0     1.1     24.0    13.0  
25/01/1961  0.0     3.0     25.5    12.0  
26/01/1961  0.0     2.4     28.0    11.0  
27/01/1961  0.0     3.1     29.0    12.0  
28/01/1961  0.0     2.1     27.0    12.0  
29/01/1961  0.0     2.5     26.5    11.0  
30/01/1961  0.0     2.4     26.0    12.0  
31/01/1961  0.0     3.9     29.0    12.0  
01/02/1961  0.0     3.4     28.0    11.0  
02/02/1961  0.0     3.5     28.0    12.0  
03/02/1961  0.0     3.3     26.0    12.0  
04/02/1961  0.0     3.9     26.0    11.0  
05/02/1961  0.0     4.3     25.0    10.0  
06/02/1961  0.0     4.4     24.0    6.0   
07/02/1961  0.0     4.1     25.0    6.5   
08/02/1961  0.0     3.7     27.0    8.0   
09/02/1961  0.0     4.3     28.0    12.0  
10/02/1961  0.0     4.4     29.0    8.0   
11/02/1961  0.0     6.1     32.0    10.0  
12/02/1961  0.0     5.6     31.0    10.0  
13/02/1961  0.0     5.1     33.0    10.0  
14/02/1961  0.0     5.9     32.0    12.0  
15/02/1961  0.0     5.3     31.5    12.0  
16/02/1961  0.0     6.5     30.0    12.0  
17/02/1961  0.0     4.5     28.0    10.0  
18/02/1961  0.0     4.7     28.0    10.0  
19/02/1961  0.0     3.3     24.0    9.0   
20/02/1961  0.0     4.9     26.5    7.0   
21/02/1961  0.0     4.9     27.5    7.0   
22/02/1961  0.0     4.8     28.0    8.5   
23/02/1961  0.0     3.1     26.0    11.0  
24/02/1961  0.0     5.3     26.0    8.0   
25/02/1961  0.0     4.7     31.0    9.0   
26/02/1961  0.0     6.9     28.0    12.0  
27/02/1961  0.0     5.1     30.0    10.0  
28/02/1961  0.0     5.1     19.0    10.0  
01/03/1961  0.0     5.5     31.0    8.0   
02/03/1961  0.0     5.1     29.0    11.0  
03/03/1961  0.0     6.0     29.0    7.0   
04/03/1961  0.0     4.9     31.0    7.0   
05/03/1961  0.0     5.7     30.5    9.0   
06/03/1961  0.0     5.7     30.0    9.0   
07/03/1961  0.0     5.3     32.0    9.0   
08/03/1961  0.0     6.8     32.0    11.0  
09/03/1961  0.0     6.0     32.0    11.0  
10/03/1961  0.0     5.3     30.0    11.0  
11/03/1961  0.0     6.2     30.0    8.0   
12/03/1961  0.0     5.7     30.0    9.0   
13/03/1961  0.0     5.9     32.0    10.0  
14/03/1961  0.0     6.0     30.0    10.0  
15/03/1961  0.0     4.9     28.0    11.0  
16/03/1961  0.0     5.3     27.0    6.0   
17/03/1961  0.0     5.9     28.0    5.0   
18/03/1961  0.0     5.8     28.0    9.0   
19/03/1961  0.0     6.3     28.0    9.0   
20/03/1961  0.0     6.1     29.5    8.0   
21/03/1961  0.0     6.2     31.0    9.5   
22/03/1961  0.0     5.9     29.0    9.0   
23/03/1961  0.0     6.2     29.0    8.0   
24/03/1961  0.0     6.9     27.0    8.0   
25/03/1961  0.0     5.7     27.0    13.0  
26/03/1961  0.0     5.8     28.0    11.0  
27/03/1961  0.0     6.8     29.0    12.0  
28/03/1961  0.0     6.5     29.0    9.5   
29/03/1961  0.0     4.7     28.0    10.0  
30/03/1961  0.0     7.0     27.5    14.0  
31/03/1961  0.0     5.4     29.5    7.0   
01/04/1961  0.0     7.3     29.0    10.5  
02/04/1961  0.0     6.3     27.0    11.0  
03/04/1961  16.2    5.3     27.0    11.0  
04/04/1961  2.1     4.1     23.5    15.0  
05/04/1961  0.0     3.8     25.0    13.0  
06/04/1961  0.0     6.3     29.0    12.5  
07/04/1961  0.0     7.0     31.0    13.0  
08/04/1961  0.0     7.0     31.0    12.0  
09/04/1961  0.0     7.0     32.0    13.0  
10/04/1961  0.0     7.1     30.0    11.0  
11/04/1961  0.0     6.9     30.0    11.0  
12/04/1961  0.0     7.1     33.0    12.5  
13/04/1961  0.0     7.0     32.0    13.0  
14/04/1961  0.0     6.5     32.5    12.0  
15/04/1961  0.0     6.4     35.0    13.0  
16/04/1961  0.0     7.6     35.5    16.0  
17/04/1961  0.0     7.2     33.0    13.0  
18/04/1961  0.0     7.6     33.0    16.0  
19/04/1961  0.0     6.6     34.0    15.0  
20/04/1961  0.0     7.8     35.0    16.0  
21/04/1961  0.0     9.6     35.0    18.0  
22/04/1961  0.0     7.3     35.0    16.0  
23/04/1961  0.0     7.3     35.0    16.0  
24/04/1961  0.0     6.7     30.0    17.0  
25/04/1961  0.0     8.9     33.0    17.0  
26/04/1961  0.0     9.0     34.0    12.0  
27/04/1961  0.0     8.4     35.0    13.0  
28/04/1961  0.0     7.7     33.5    13.0  
29/04/1961  0.0     8.3     35.0    14.0  
30/04/1961  0.0     7.6     35.0    14.0  
01/05/1961  0.0     9.4     33.0    14.0  
02/05/1961  0.0     7.2     33.0    15.5  
03/05/1961  0.0     8.1     33.0    15.5  
04/05/1961  0.0     7.2     33.0    14.0  
05/05/1961  0.0     7.5     33.0    15.0  
06/05/1961  0.0     7.5     34.0    12.0  
07/05/1961  0.0     7.3     34.0    13.0  
08/05/1961  0.0     5.5     35.0    14.0  
09/05/1961  0.0     7.3     31.5    14.0  
10/05/1961  0.0     8.1     35.5    18.0  
11/05/1961  0.0     8.3     33.0    18.0  
12/05/1961  0.0     7.3     33.0    17.0  
13/05/1961  0.0     8.6     33.5    20.0  
14/05/1961  0.0     9.1     35.0    13.0  
15/05/1961  0.0     7.9     33.0    13.0  
16/05/1961  0.0     8.4     34.0    14.0  
17/05/1961  0.0     7.3     34.0    16.0  
18/05/1961  0.0     8.1     35.0    19.0  
19/05/1961  0.0     8.2     34.0    18.0  
20/05/1961  0.0     7.5     34.0    18.0  
21/05/1961  0.0     7.5     34.0    17.0  
22/05/1961  0.0     9.3     35.0    18.0  
23/05/1961  0.0     8.6     35.0    17.0  
24/05/1961  0.0     8.6     33.0    19.0  
25/05/1961  0.0     8.4     33.0    19.5  
26/05/1961  0.0     8.0     34.0    18.0  
27/05/1961  0.0     9.0     35.0    20.0  
28/05/1961  0.0     8.6     37.0    21.0  
29/05/1961  0.0     8.0     36.0    21.0  
30/05/1961  0.0     8.6     34.0    21.0  
31/05/1961  0.0     8.7     34.0    23.0  
01/06/1961  0.0     8.5     34.0    24.0  
02/06/1961  0.0     7.3     35.0    22.5  
03/06/1961  0.0     10.0    36.0    22.0  
04/06/1961  0.0     8.6     36.0    22.5  
05/06/1961  0.0     8.6     36.0    20.5  
06/06/1961  0.0     8.9     35.0    20.0  
07/06/1961  0.0     9.5     27.0    20.0  
08/06/1961  0.0     8.9     36.0    19.5  
09/06/1961  0.0     9.8     36.0    18.0  
10/06/1961  0.0     9.1     36.0    18.0  
11/06/1961  0.0     9.0     36.0    20.0  
12/06/1961  0.0     7.2     32.0    20.0  
13/06/1961  0.0     4.9     32.0    25.0  
14/06/1961  0.0     7.5     35.0    25.0  
15/06/1961  0.6     6.2     35.0    24.0  
16/06/1961  0.0     10.2    31.0    25.0  
17/06/1961  0.0     10.0    35.0    24.0  
18/06/1961  0.0     10.3    35.0    24.0  
19/06/1961  0.0     9.8     36.0    26.0  
20/06/1961  0.0     9.8     36.0    24.0  
21/06/1961  0.0     8.1     35.0    24.0  
22/06/1961  0.0     10.1    37.0    24.5  
23/06/1961  0.0     8.3     35.5    26.0  
24/06/1961  0.0     10.2    38.0    26.0  
25/06/1961  0.0     7.9     36.5    25.0  
26/06/1961  7.0     8.8     37.0    25.0  
27/06/1961  0.0     8.5     36.0    23.5  
28/06/1961  0.0     9.8     36.0    24.0  
29/06/1961  0.0     9.6     36.0    25.5  
30/06/1961  15.8    10.2    37.5    24.0  
01/07/1961  2.8     8.3     36.0    22.0  
02/07/1961  0.0     8.7     35.5    22.0  
03/07/1961  0.0     8.2     36.0    22.0  
04/07/1961  31.2    6.8     36.0    22.0  
05/07/1961  0.0     5.8     32.0    23.0  
06/07/1961  4.5     2.5     31.0    23.0  
07/07/1961  0.0     5.9     33.0    22.5  
08/07/1961  14.7    7.9     36.0    22.5  
09/07/1961  0.0     7.5     36.0    22.0  
10/07/1961  1.9     4.5     31.0    26.0  
11/07/1961  2.2     5.9     34.0    22.0  
12/07/1961  1.0     5.3     34.0    22.0  
13/07/1961  3.2     6.4     35.0    23.0  
14/07/1961  0.0     3.3     31.0    22.0  
15/07/1961  9.4     7.9     34.5    23.0  
16/07/1961  2.9     5.3     33.0    22.0  
17/07/1961  0.0     8.4     34.5    23.0  
18/07/1961  23.5    8.1     35.0    23.0  
19/07/1961  9.7     5.4     31.0    23.0  
20/07/1961  5.7     5.7     31.0    21.0  
21/07/1961  5.0     5.0     31.0    21.0  
22/07/1961  0.0     6.1     31.0    22.0  
23/07/1961  0.0     6.8     33.0    22.5  
24/07/1961  5.2     6.5     33.0    23.5  
25/07/1961  0.0     5.9     33.0    24.0  
26/07/1961  0.0     3.6     33.0    24.0  
27/07/1961  35.9    9.4     36.0    23.5  
28/07/1961  5.9     5.3     31.0    20.0  
29/07/1961  0.0     5.7     32.0    23.0  
30/07/1961  0.0     6.8     34.0    23.0  
31/07/1961  23.5    8.0     34.0    24.0  
01/08/1961  18.5    4.4     31.0    22.0  
02/08/1961  0.0     3.2     29.0    23.0  
03/08/1961  0.0     5.1     31.0    24.0  
04/08/1961  0.0     6.7     33.0    24.0  
05/08/1961  0.0     6.4     34.0    23.0  
06/08/1961  14.0    6.6     33.0    27.0  
07/08/1961  0.0     5.0     33.0    20.5  
08/08/1961  4.1     6.9     33.5    24.0  
09/08/1961  0.0     6.3     33.0    23.0  
10/08/1961  55.0    4.4     34.0    24.0  
11/08/1961  0.0     3.6     31.0    20.0  
12/08/1961  0.2     6.2     32.0    23.0  
13/08/1961  0.0     6.0     34.0    22.0  
14/08/1961  6.6     4.4     33.0    22.0  
15/08/1961  0.0     5.8     34.0    21.0  
16/08/1961  1.1     8.3     34.0    23.0  
17/08/1961  43.8    10.3    31.0    23.0  
18/08/1961  0.0     3.8     31.0    20.0  
19/08/1961  0.0     6.3     33.0    22.5  
20/08/1961  17.4    7.1     34.0    25.0  
21/08/1961  2.2     5.7     33.0    20.0  
22/08/1961  0.1     6.3     33.0    25.0  
23/08/1961  0.0     5.4     32.5    24.0  
24/08/1961  0.2     6.9     34.0    25.0  
25/08/1961  0.0     7.6     35.0    23.0  
26/08/1961  15.4    6.4     35.5    26.0  
27/08/1961  0.0     5.7     33.0    21.0  
28/08/1961  0.0     4.6     31.0    24.0  
29/08/1961  1.9     4.7     33.5    23.0  
30/08/1961  16.1    7.9     34.0    24.5  
31/08/1961  0.0     4.8     32.0    22.0  
01/09/1961  0.2     2.3     30.0    25.0  
02/09/1961  0.0     4.0     32.0    23.0  
03/09/1961  56.1    5.2     30.0    24.0  
04/09/1961  0.0     5.5     32.0    21.0  
05/09/1961  0.0     5.7     34.0    23.0  
06/09/1961  34.0    8.0     34.0    24.0  
07/09/1961  17.8    5.9     32.0    22.0  
08/09/1961  1.5     4.9     32.0    21.0  
09/09/1961  9.5     3.3     32.0    24.0  
10/09/1961  0.0     5.1     32.0    24.0  
11/09/1961  0.0     5.8     32.0    24.0  
12/09/1961  0.0     6.7     31.0    22.0  
13/09/1961  0.0     6.1     31.0    22.0  
14/09/1961  7.5     4.0     31.0    23.0  
15/09/1961  58.7    4.2     30.0    24.0  
16/09/1961  0.0     3.4     30.0    23.0  
17/09/1961  0.0     5.9     30.0    22.0  
18/09/1961  5.6     4.7     32.0    24.0  
19/09/1961  0.0     6.3     32.0    23.0  
20/09/1961  0.0     3.7     30.0    23.0  
21/09/1961  0.0     5.4     32.0    22.5  
22/09/1961  0.0     3.2     30.5    22.5  
23/09/1961  0.0     5.5     32.0    23.0  
24/09/1961  0.0     5.4     32.0    21.0  
25/09/1961  15.1    7.2     34.5    24.0  
26/09/1961  0.0     6.1     33.0    22.0  
27/09/1961  0.0     4.5     33.0    22.5  
28/09/1961  0.0     5.2     33.0    23.5  
29/09/1961  0.0     5.1     34.0    25.0  
30/09/1961  0.0     5.6     33.0    24.0  
01/10/1961  0.0     4.7     34.0    23.0  
02/10/1961  13.5    10.0    33.0    23.0  
03/10/1961  0.0     4.4     35.0    20.0  
04/10/1961  0.0     2.0     27.0    24.0  
05/10/1961  5.3     4.8     33.0    22.0  
06/10/1961  0.0     4.8     32.5    20.0  
07/10/1961  0.2     4.8     31.0    23.0  
08/10/1961  6.7     0.8     31.0    22.0  
09/10/1961  11.6    0.3     23.0    21.0  
10/10/1961  0.0     4.5     30.0    20.0  
11/10/1961  0.0     5.4     31.0    20.0  
12/10/1961  0.0     4.7     32.0    20.0  
13/10/1961  0.0     4.9     33.0    21.0  
14/10/1961  0.0     6.0     36.0    21.5  
15/10/1961  0.0     6.5     36.0    19.0  
16/10/1961  0.0     5.4     34.0    18.0  
17/10/1961  0.0     6.8     34.0    18.0  
18/10/1961  0.0     5.5     34.0    17.0  
19/10/1961  0.0     4.2     33.5    20.0  
20/10/1961  0.0     4.8     30.0    20.0  
21/10/1961  0.0     4.9     33.5    21.0  
22/10/1961  0.0     5.2     34.0    22.0  
23/10/1961  0.0     5.1     33.0    20.0  
24/10/1961  0.0     5.8     34.0    19.5  
25/10/1961  0.0     5.8     34.5    17.0  
26/10/1961  0.0     6.3     35.0    16.0  
27/10/1961  0.0     5.5     35.0    17.0  
28/10/1961  21.6    6.6     33.0    18.0  
29/10/1961  4.6     1.8     24.0    19.0  
30/10/1961  0.0     2.8     29.0    20.0  
31/10/1961  0.0     4.4     30.5    20.0  
01/11/1961  0.2     2.1     23.5    20.0  
02/11/1961  0.0     4.9     26.0    11.0  
03/11/1961  0.0     3.7     30.0    11.0  
04/11/1961  0.0     3.7     29.0    14.0  
05/11/1961  0.0     3.7     29.0    15.5  
06/11/1961  1.1     3.8     29.0    16.5  
07/11/1961  0.1     3.7     30.0    19.5  
08/11/1961  5.6     3.3     28.0    21.0  
09/11/1961  0.0     4.8     29.0    17.5  
10/11/1961  0.0     4.2     28.0    16.0  
11/11/1961  0.0     3.9     29.0    16.0  
12/11/1961  0.0     3.9     29.0    17.5  
13/11/1961  0.0     3.3     28.0    15.0  
14/11/1961  0.0     5.6     25.0    12.5  
15/11/1961  0.0     3.6     28.0    7.0   
16/11/1961  0.0     4.1     31.0    10.0  
17/11/1961  1.8     1.5     26.0    14.0  
18/11/1961  0.0     3.9     30.0    17.0  
19/11/1961  0.0     3.6     29.0    16.0  
20/11/1961  0.0     3.5     29.5    13.0  
21/11/1961  0.0     3.4     27.0    14.0  
22/11/1961  0.0     3.0     26.5    11.0  
23/11/1961  0.0     3.8     28.0    11.0  
24/11/1961  0.0     3.5     29.0    10.0  
25/11/1961  0.0     2.5     30.0    11.0  
26/11/1961  0.0     4.8     31.0    11.0  
27/11/1961  0.0     3.2     31.0    12.0  
28/11/1961  0.0     3.2     29.0    13.0  
29/11/1961  0.0     2.7     28.0    13.0  
30/11/1961  0.0     3.5     32.0    12.0  
01/12/1961  0.0     4.1     31.0    13.0  
02/12/1961  0.0     3.3     29.0    11.5  
03/12/1961  0.0     3.7     28.0    11.0  
04/12/1961  0.0     3.7     30.0    10.0  
05/12/1961  0.0     3.5     28.0    9.0   
06/12/1961  0.0     3.4     30.0    10.0  
07/12/1961  6.5     2.7     29.0    10.0  
08/12/1961  0.0     0.2     20.0    16.0  
09/12/1961  0.0     1.3     25.0    11.0  
10/12/1961  7.4     0.5     30.0    17.0  
11/12/1961  0.0     2.8     25.0    14.0  
12/12/1961  0.0     2.7     24.0    12.0  
13/12/1961  0.0     2.9     24.0    11.0  
14/12/1961  0.0     1.7     25.0    13.0  
15/12/1961  0.2     1.7     23.0    14.0  
16/12/1961  0.0     3.6     27.0    14.0  
17/12/1961  0.0     3.0     24.0    10.0  
18/12/1961  0.0     4.1     26.0    12.0  
19/12/1961  0.0     3.6     28.0    9.0   
20/12/1961  0.0     4.0     29.0    10.0  
21/12/1961  0.0     4.2     31.0    9.0   
22/12/1961  0.0     3.7     31.0    10.0  
23/12/1961  0.0     2.4     30.0    10.0  
24/12/1961  0.0     3.1     30.0    10.0  
25/12/1961  0.8     3.5     29.0    9.0   
26/12/1961  0.0     3.7     29.0    11.5  
27/12/1961  0.0     3.5     28.0    10.0  
28/12/1961  0.0     2.8     27.5    9.0   
29/12/1961  0.0     3.0     27.0    9.0   
30/12/1961  0.0     3.7     29.0    12.0  
31/12/1961  0.0     3.2     28.0    10.0  
01/01/1962  0.0     3.1     29.0    9.0   
02/01/1962  0.0     2.8     27.0    10.0  
03/01/1962  0.0     3.8     27.0    7.0   
04/01/1962  0.0     3.4     27.0    9.0   
05/01/1962  0.0     3.7     26.0    9.0   
06/01/1962  0.0     4.1     28.0    10.0  
07/01/1962  0.0     3.9     26.5    6.0   
08/01/1962  0.0     3.3     27.0    7.0   
09/01/1962  0.0     3.6     28.0    7.0   
10/01/1962  0.0     3.5     27.0    7.0   
11/01/1962  0.0     3.8     24.0    7.0   
12/01/1962  0.0     3.2     25.0    3.0   
13/01/1962  0.0     3.1     25.0    4.0   
14/01/1962  0.0     3.3     27.0    6.0   
15/01/1962  0.0     2.0     27.0    7.0   
16/01/1962  0.0     3.7     29.0    5.0   
17/01/1962  0.0     3.1     29.0    9.0   
18/01/1962  0.0     3.3     27.0    9.0   
19/01/1962  0.0     3.6     30.0    7.0   
20/01/1962  0.0     4.4     29.0    6.5   
21/01/1962  0.0     3.2     26.0    8.0   
22/01/1962  0.0     2.6     26.0    11.0  
23/01/1962  0.0     3.7     30.0    13.0  
24/01/1962  0.2     3.3     27.0    15.0  
25/01/1962  3.5     1.3     28.0    13.0  
26/01/1962  0.0     3.4     25.5    6.0   
27/01/1962  0.0     4.9     32.0    8.0   
28/01/1962  0.0     4.6     32.0    7.0   
29/01/1962  0.0     3.0     20.0    9.0   
30/01/1962  2.6     2.0     24.0    13.0  
31/01/1962  0.0     3.1     25.0    13.0  
01/02/1962  0.0     3.8     27.0    11.0  
02/02/1962  0.0     4.4     30.0    12.0  
03/02/1962  0.0     4.6     31.0    12.0  
04/02/1962  0.0     4.4     30.0    11.0  
05/02/1962  0.0     4.2     30.0    12.0  
06/02/1962  0.0     4.8     28.0    11.0  
07/02/1962  0.0     4.7     28.5    12.0  
08/02/1962  0.0     4.2     30.0    11.0  
09/02/1962  0.0     4.9     30.5    11.0  
10/02/1962  0.0     4.4     30.0    12.0  
11/02/1962  0.0     4.5     29.0    12.0  
12/02/1962  0.0     4.7     29.0    14.0  
13/02/1962  0.0     4.0     28.0    12.0  
14/02/1962  0.0     5.4     28.0    14.0  
15/02/1962  0.0     5.0     30.0    10.0  
16/02/1962  0.0     5.7     31.0    11.0  
17/02/1962  0.0     3.4     30.0    10.0  
18/02/1962  0.0     4.6     30.0    17.0  
19/02/1962  0.0     4.4     31.0    8.5   
20/02/1962  0.0     5.0     28.0    7.0   
21/02/1962  0.0     4.4     27.0    8.0   
22/02/1962  0.0     2.0     19.0    13.0  
23/02/1962  0.0     4.6     26.0    6.0   
24/02/1962  0.0     4.8     25.0    7.0   
25/02/1962  0.0     4.9     27.0    8.0   
26/02/1962  0.0     4.7     27.0    7.0   
27/02/1962  0.0     5.2     26.0    7.0   
28/02/1962  0.0     4.2     28.0    6.0   
01/03/1962  0.0     6.2     26.0    7.5   
02/03/1962  0.0     4.1     28.0    8.0   
03/03/1962  0.0     4.8     27.0    8.0   
04/03/1962  0.0     5.2     29.5    8.0   
05/03/1962  0.0     6.8     32.0    9.5   
06/03/1962  0.0     4.5     29.0    8.0   
07/03/1962  0.0     6.2     29.5    8.0   
08/03/1962  0.0     6.2     29.0    7.5   
09/03/1962  0.0     2.7     21.5    9.5   
10/03/1962  0.0     6.3     27.0    11.0  
11/03/1962  0.0     6.2     28.0    7.0   
12/03/1962  0.0     5.6     28.0    4.0   
13/03/1962  0.0     6.2     26.0    6.0   
14/03/1962  0.0     5.8     26.0    5.0   
15/03/1962  0.0     6.7     27.0    5.0   
16/03/1962  0.0     5.9     30.0    5.0   
17/03/1962  0.0     6.4     30.0    8.0   
18/03/1962  0.0     5.1     26.0    11.5  
19/03/1962  0.0     4.6     27.0    12.0  
20/03/1962  0.0     6.8     28.0    16.0  
21/03/1962  0.0     6.1     27.0    8.0   
22/03/1962  0.0     6.3     27.0    6.0   
23/03/1962  0.0     7.3     30.0    6.0   
24/03/1962  0.0     6.9     29.0    6.5   
25/03/1962  0.0     6.9     31.0    6.0   
26/03/1962  0.0     7.2     30.0    9.0   
27/03/1962  0.0     7.3     33.0    10.0  
28/03/1962  0.0     8.6     32.0    10.0  
29/03/1962  0.0     8.4     33.0    11.0  
30/03/1962  0.0     7.3     32.0    11.0  
31/03/1962  0.0     7.9     32.0    10.0  
01/04/1962  0.0     7.6     31.0    10.0  
02/04/1962  0.0     6.3     31.0    8.0   
03/04/1962  0.0     6.7     32.0    8.5   
04/04/1962  0.0     8.2     33.0    14.0  
05/04/1962  0.0     7.7     31.0    8.0   
06/04/1962  0.0     7.1     33.0    8.5   
07/04/1962  0.0     8.0     34.0    12.0  
08/04/1962  0.0     6.9     32.0    12.0  
09/04/1962  0.0     5.5     31.0    13.0  
10/04/1962  0.0     8.2     33.0    15.0  
11/04/1962  0.0     7.7     33.0    11.0  
12/04/1962  0.0     7.4     31.0    12.0  
13/04/1962  0.0     7.9     34.0    15.0  
14/04/1962  0.0     8.4     35.0    18.0  
15/04/1962  0.0     11.0    36.0    16.0  
16/04/1962  0.0     10.0    38.0    15.0  
17/04/1962  0.0     9.2     35.0    18.0  
18/04/1962  0.0     8.1     33.0    16.0  
19/04/1962  0.0     8.3     34.0    18.0  
20/04/1962  0.0     8.0     33.0    19.0  
21/04/1962  0.0     6.6     31.0    19.0  
22/04/1962  0.0     7.7     32.0    18.0  
23/04/1962  0.0     8.2     33.0    19.0  
24/04/1962  0.0     11.5    35.0    19.0  
25/04/1962  0.0     8.4     34.0    15.0  
26/04/1962  0.0     10.7    36.0    13.0  
27/04/1962  0.0     8.4     32.0    13.0  
28/04/1962  0.0     8.1     31.0    12.0  
29/04/1962  0.0     7.5     30.0    13.0  
30/04/1962  0.0     8.1     32.0    15.0  
01/05/1962  0.0     8.9     34.0    14.0  
02/05/1962  0.0     8.0     32.0    15.0  
03/05/1962  0.0     7.6     31.0    16.0  
04/05/1962  0.0     7.1     32.5    18.0  
05/05/1962  0.0     8.5     33.0    17.0  
06/05/1962  0.0     10.4    35.0    19.0  
07/05/1962  0.0     10.1    37.0    16.5  
08/05/1962  0.0     11.0    36.0    17.0  
09/05/1962  0.0     8.5     35.0    14.5  
10/05/1962  0.0     9.9     34.0    14.0  
11/05/1962  0.0     8.3     33.0    16.0  
12/05/1962  0.0     7.6     31.0    20.0  
13/05/1962  0.0     6.8     31.0    17.0  
14/05/1962  0.0     7.5     31.0    17.0  
15/05/1962  0.0     8.2     33.0    17.0  
16/05/1962  0.0     9.5     33.0    15.5  
17/05/1962  0.0     7.9     35.0    14.5  
18/05/1962  0.0     9.1     35.0    16.0  
19/05/1962  0.0     9.6     35.5    16.0  
20/05/1962  0.0     8.8     36.0    16.0  
21/05/1962  0.0     9.0     36.0    18.0  
22/05/1962  0.0     9.3     35.0    18.0  
23/05/1962  0.0     8.9     34.0    16.5  
24/05/1962  0.0     10.3    37.0    14.0  
25/05/1962  0.0     12.1    38.0    16.0  
26/05/1962  0.0     10.8    38.0    17.0  
27/05/1962  0.0     11.8    36.0    16.0  
28/05/1962  0.0     10.2    36.0    15.0  
29/05/1962  0.0     9.8     35.5    14.0  
30/05/1962  0.0     9.4     34.0    15.0  
31/05/1962  0.0     9.4     34.0    13.0  
01/06/1962  0.0     10.0    35.0    16.0  
02/06/1962  0.0     8.9     32.0    16.0  
03/06/1962  0.0     8.0     32.0    13.0  
04/06/1962  0.0     7.6     31.0    19.0  
05/06/1962  0.0     10.2    36.0    12.0  
06/06/1962  0.0     10.0    36.0    13.0  
07/06/1962  0.0     9.5     35.0    13.0  
08/06/1962  0.0     8.6     35.0    15.0  
09/06/1962  0.0     8.1     35.0    15.0  
10/06/1962  0.0     9.4     35.0    20.0  
11/06/1962  0.0     8.5     37.0    20.0  
12/06/1962  0.0     8.8     34.0    19.0  
13/06/1962  0.0     9.1     34.0    22.0  
14/06/1962  0.0     8.7     33.0    22.0  
15/06/1962  0.0     8.5     35.0    22.0  
16/06/1962  0.0     9.7     34.0    21.0  
17/06/1962  0.0     9.0     33.0    19.0  
18/06/1962  0.0     8.4     35.0    22.0  
19/06/1962  0.0     9.9     35.0    25.0  
20/06/1962  0.0     8.4     33.0    25.0  
21/06/1962  0.0     9.6     36.0    23.0  
22/06/1962  4.8     9.7     36.5    25.0  
23/06/1962  0.0     1.3     34.0    23.5  
24/06/1962  0.4     5.9     35.0    23.5  
25/06/1962  0.8     3.1     31.0    25.0  
26/06/1962  0.0     5.4     31.0    24.0  
27/06/1962  4.0     4.6     31.0    24.0  
28/06/1962  0.0     6.5     34.0    23.0  
29/06/1962  4.0     8.7     35.5    23.0  
30/06/1962  6.8     2.2     30.0    22.0  
01/07/1962  1.8     5.2     31.0    22.0  
02/07/1962  0.2     6.8     33.0    23.0  
03/07/1962  0.0     9.1     35.0    24.0  
04/07/1962  1.7     8.1     35.0    24.0  
05/07/1962  0.2     4.9     32.0    24.0  
06/07/1962  0.0     9.4     37.0    25.5  
07/07/1962  0.3     4.2     32.0    26.0  
08/07/1962  0.0     10.2    36.0    24.0  
09/07/1962  0.0     7.0     36.0    25.0  
10/07/1962  0.5     3.4     35.0    26.0  
11/07/1962  0.0     7.2     38.0    24.0  
12/07/1962  0.0     8.2     37.0    22.0  
13/07/1962  0.0     8.7     37.0    24.5  
14/07/1962  0.0     9.7     36.0    23.5  
15/07/1962  0.0     9.4     37.0    23.5  
16/07/1962  31.4    9.5     36.0    25.0  
17/07/1962  0.0     5.1     33.0    22.0  
18/07/1962  3.0     9.5     35.0    23.5  
19/07/1962  0.3     4.6     34.0    23.0  
20/07/1962  6.4     8.6     37.0    25.0  
21/07/1962  0.0     7.0     36.0    22.0  
22/07/1962  2.2     6.6     35.0    25.0  
23/07/1962  0.0     7.5     36.0    22.0  
24/07/1962  16.4    2.9     32.0    26.0  
25/07/1962  59.9    5.4     34.0    23.0  
26/07/1962  0.0     6.6     35.0    21.0  
