Id:,25010
Estación:,CULIACAN (CAADES)-SIN
Posición:,24.8333333333N -107.440555556W
Variable:,Evaporación (mm)
Fecha Inicial:,11/01/1970
Fecha Final:,07/01/1974
No Dato:,nan
Mes,Día,Anio,Datos
05,06,1974,9.0
05,07,1974,8.0
05,08,1974,5.0
05,09,1974,7.5
05,10,1974,7.5
05,11,1974,8.0
05,12,1974,8.0
05,13,1974,7.5
05,14,1974,8.0
05,15,1974,6.5
05,16,1974,8.0
05,17,1974,7.0
05,18,1974,8.0
05,19,1974,11.0
05,20,1974,13.0
05,21,1974,11.0
05,22,1974,11.0
05,23,1974,10.0
05,24,1974,11.5
05,25,1974,8.0
05,26,1974,9.0
05,27,1974,9.0
05,28,1974,9.5
05,29,1974,5.5
05,30,1974,0.2
05,31,1974,6.5
06,01,1974,0.6
06,02,1974,8.0
06,03,1974,7.5
06,04,1974,8.0
06,05,1974,8.5
06,06,1974,10.5
06,07,1974,11.5
06,08,1974,11.0
06,09,1974,10.0
06,10,1974,12.0
06,11,1974,9.0
06,12,1974,10.0
06,13,1974,12.0
06,14,1974,10.5
06,15,1974,10.0
06,16,1974,10.0
06,17,1974,10.0
06,18,1974,9.5
06,19,1974,10.0
06,20,1974,9.0
06,21,1974,9.5
06,22,1974,7.5
06,23,1974,6.0
06,24,1974,6.0
06,25,1974,7.0
06,26,1974,7.0
06,27,1974,8.5
06,28,1974,7.5
06,29,1974,7.0
06,30,1974,8.5
